   0.9498700     -0.1620000    
   0.8222300      4.9999999E-03
   0.6721600      0.1310000    
   0.5723000      0.2050000    
   0.4722000      0.2850000    
   0.3723500      0.2830000    
   0.2723000      0.2300000    
   0.1724200      0.1430000    
   5.0170001E-02  2.7000001E-02
   1.9990001E-02 -2.5000000E-02
   6.1100000E-03 -0.5800000    
   0.0000000E+00 -0.7520000    
   2.0999999E-03 -0.3040000    
   8.9299995E-03  0.3240000    
   2.0120000E-02  0.9760000    
   3.5300002E-02   1.206000    
   6.0109999E-02   1.161000    
   0.1001900       1.058000    
   0.1502400      0.9960000    
   0.2001600      0.9540000    
   0.2502100      0.6180000    
   0.3002100      0.6280000    
   0.3501500      0.6770000    
   0.3997700      0.3030000    
   0.4500900      0.2450000    
   0.5002000      0.2440000    
   0.5503300      0.2220000    
   0.6001800      0.1810000    
   0.6501500      0.1390000    
   0.7097700      9.7000003E-02
   0.7801200      3.0999999E-02
   0.8501000     -4.3000001E-02
   0.9200500     -0.1320000    
   0.9849800     -0.2250000    
