   0.9495300     -0.1260000    
   0.8493400     -2.1000000E-02
   0.7496300      5.6000002E-02
   0.6498000      0.1210000    
   0.5495500      0.1730000    
   0.4499800      0.2400000    
   0.3499000      0.2540000    
   0.2499700      0.3010000    
   0.1501600      0.2930000    
   0.1001900      0.2410000    
   6.5210000E-02  0.1700000    
   3.9990000E-02  0.1580000    
   1.9850001E-02  7.4000001E-02
   5.6699999E-03 -0.5100000    
   6.8000000E-04 -0.6900000    
   1.9000000E-03 -0.2290000    
   6.2299999E-03  0.1520000    
   1.2090000E-02  0.5980000    
   1.9830000E-02  0.9830000    
   2.9910000E-02   1.196000    
   4.9720000E-02   1.227000    
   7.4879996E-02   1.177000    
   9.9909998E-02   1.134000    
   0.1398300       1.127000    
   0.1799900       1.136000    
   0.2201000      0.5590000    
   0.2599600      0.2820000    
   0.2999400      0.1590000    
   0.3400800      0.1790000    
   0.3799400      0.2180000    
   0.4198800      0.2380000    
   0.4597600      0.2420000    
   0.4999400      0.2160000    
   0.5398800      0.1970000    
   0.5799100      0.1520000    
   0.6197000      0.1260000    
   0.6597900      0.1040000    
   0.6997600      7.4000001E-02
   0.7397000      5.6000002E-02
   0.7796200      2.7000001E-02
   0.8196500     -8.9999996E-03
   0.8598000     -3.9999999E-02
   0.8997700     -7.1999997E-02
   0.9486100     -0.1220000    
   0.9846200     -0.1780000    
