   0.9499900     -0.1570000    
   0.8198600      1.6000001E-02
   0.6700800      0.1430000    
   0.5703300      0.2130000    
   0.4703700      0.2790000    
   0.3700900      0.2700000    
   0.2701000      0.1960000    
   0.1701000      0.1210000    
   5.0159998E-02  8.9999996E-03
   2.0099999E-02 -2.6000001E-02
   5.9099998E-03 -0.5900000    
   4.2000000E-04 -0.7520000    
   2.2199999E-03 -0.3250000    
   9.1399997E-03  0.3240000    
   2.0360000E-02  0.9180000    
   3.5080001E-02   1.181000    
   6.0219999E-02   1.140000    
   0.1002900       1.031000    
   0.1503200      0.9410000    
   0.2002900      0.5440000    
   0.2502400      0.5940000    
   0.3000800      0.6320000    
   0.3502400      0.6640000    
   0.4003700      0.6920000    
   0.4501000      0.7250000    
   0.5002400      0.3010000    
   0.5504200      0.2360000    
   0.6007100      0.2050000    
   0.6502600      0.1640000    
   0.7103400      0.1210000    
   0.7800800      5.2000001E-02
   0.8500100     -3.2000002E-02
   0.9201200     -0.1230000    
   0.9861100     -0.2270000    
