   0.9493700     -0.1430000    
   0.8170500      3.5999998E-02
   0.6669800      0.1510000    
   0.5670500      0.2280000    
   0.4670600      0.2690000    
   0.3670500      0.2330000    
   0.2670500      0.1810000    
   0.1669900      0.1300000    
   4.9090002E-02  4.5000002E-02
   1.9220000E-02  7.0000002E-03
   5.2000000E-03 -0.5650000    
   3.1000000E-04 -0.7810000    
   1.0800000E-03 -0.3880000    
   7.8900000E-03  0.2560000    
   1.9060001E-02  0.8420000    
   3.4019999E-02   1.127000    
   5.9110001E-02   1.092000    
   9.9129997E-02  0.8890000    
   0.1492700      0.4880000    
   0.1990900      0.5380000    
   0.2508000      0.5610000    
   0.2992500      0.5590000    
   0.3492700      0.5800000    
   0.3993100      0.6140000    
   0.4489700      0.6470000    
   0.4992700      0.7010000    
   0.5492700      0.3740000    
   0.5993100      0.2630000    
   0.6491700      0.2130000    
   0.7089700      0.1510000    
   0.7791200      8.1000000E-02
   0.8490300     -9.9999998E-03
   0.9192900     -0.1090000    
   0.9838700     -0.2110000    
