   0.9503000     -0.1010000    
   0.8159700      7.9000004E-02
   0.6659300      0.1710000    
   0.5658800      0.2290000    
   0.4659900      0.2630000    
   0.3658000      0.2150000    
   0.2657900      0.1640000    
   0.1659400      9.2000000E-02
   4.9929999E-02  4.6000000E-02
   2.0020001E-02  3.4000002E-02
   5.9300000E-03 -0.5490000    
   3.4000000E-04 -0.8010000    
   2.1599999E-03 -0.4440000    
   8.6599998E-03  0.1680000    
   2.0369999E-02  0.7070000    
   3.5250001E-02   1.069000    
   6.0360000E-02  0.6290000    
   9.9590003E-02  0.4650000    
   0.1503700      0.4420000    
   0.2004400      0.4550000    
   0.2503900      0.4590000    
   0.3005000      0.4620000    
   0.3505000      0.4800000    
   0.4004700      0.5050000    
   0.4503000      0.5470000    
   0.5003900      0.5760000    
   0.5502500      0.5800000    
   0.6002900      0.3970000    
   0.6503200      0.3070000    
   0.7102600      0.2380000    
   0.7802600      0.1600000    
   0.8502100      5.7999998E-02
   0.9202700     -5.9000000E-02
   0.9851800     -0.1760000    
