0.001491     0.159490
0.000062     0.211674
0.000083     0.262860
0.000062     0.312277
0.000943     0.358696
-0.000095     0.414146
0.000120     0.459755
0.000041     0.513554
0.001220     0.563806
0.000984     0.609694
0.000712     0.661413
0.001557     -0.092302
0.002654     -0.035690
0.001215     0.010446
0.001557     0.061628
0.001391     0.111119
0.003052     -0.188107
0.003052     -0.140032
0.003185     0.636697
0.004547     -0.287566
0.004215     -0.235495
0.001159     0.239995
0.000528     0.285214
0.008330     0.487682
0.006906     0.536394
0.006042     -0.385541
0.005502     -0.339967
0.002139     -0.062155
0.001391     0.139278
0.001391     0.184498
0.012221     0.391890
0.007558     -0.486213
0.007371     -0.435624
0.004381     -0.261531
0.005128     0.588396
0.009052     -0.535029
0.006275     -0.360190
0.004381     -0.314972
0.001856     -0.111485
0.009115     0.437153
0.010659     -0.589738
0.007886     -0.463989
0.008118     -0.513319
0.013163     -0.639210
0.009613     -0.561621
0.014679     0.341066
0.016340     -0.687282
0.014381     0.365388
0.014098     -0.661306
0.013350     -0.615059
0.020825     -0.736221
0.019330     0.289598
0.016340     0.314004
0.017835     -0.711661
0.024811     0.241043
0.022319     0.261595
0.025142     -0.770005
0.031438     0.198706
0.030045     -0.791185
0.036521     0.176637
0.042217     -0.811835
0.043248     0.148497
0.051469     0.122467
0.059923     -0.820952
0.060438     0.099676
0.070903     0.076647
0.077629     -0.814194
0.082862     0.054767
0.094073     -0.809515
0.098059     0.031451
0.110517     -0.802786
0.112272     0.010214
0.126960     -0.800283
0.127067     -0.007094
0.143404     -0.794149
0.147888     -0.029048
0.159847     -0.792294
0.164332     -0.043982
0.176291     -0.787282
0.180775     -0.058916
0.192734     -0.784870
0.197219     -0.070394
0.209178     -0.780869
0.213662     -0.082525
0.225621     -0.778760
0.230106     -0.091574
0.242065     -0.774961
0.246549     -0.100062
0.258508     -0.773599
0.262993     -0.107615
0.274952     -0.771074
0.279437     -0.114515
0.291395     -0.768543
0.295880     -0.120386
0.307839     -0.764659
0.312324     -0.124763
0.324283     -0.761603
0.328767     -0.128860
0.340726     -0.757948
0.345211     -0.132770
0.357170     -0.754222
0.361654     -0.135278
0.373613     -0.747920
0.378098     -0.136478
0.394541     -0.136464
0.397745     -0.737965
0.410985     -0.136356
0.413975     -0.713372
0.427428     -0.134567
0.424439     -0.678421
0.434099     -0.617848
0.430418     -0.645528
0.435543     -0.587678
0.439852     -0.565130
0.443872     -0.132590
0.444513     -0.537377
0.449053     -0.516767
0.453589     -0.494125
0.460315     -0.127905
0.459036     -0.470491
0.466660     -0.450465
0.476759     -0.123406
0.484233     -0.445356
0.493203     -0.117225
0.500677     -0.455713
0.509646     -0.109270
0.517120     -0.472609
0.526090     -0.100566
0.532529     -0.485827
0.542533     -0.090555
0.551409     -0.502699
0.558977     -0.078956
0.565828     -0.515490
0.575420     -0.065488
0.583144     -0.531233
0.591864     -0.049310
0.599338     -0.541675
0.608307     -0.033693
0.615782     -0.551284
0.626013     -0.013410
0.632225     -0.552258
0.642438     0.004922
0.649950     -0.539812
0.657953     0.021571
0.660628     -0.529298
0.670760     -0.511145
0.671092     0.042987
0.682235     -0.491301
0.695757     -0.469044
0.702484     0.084838
0.707716     -0.450021
0.718180     0.104444
0.718927     -0.425949
0.730139     -0.407122
0.733876     0.127208
0.741350     -0.384617
0.748825     0.145408
0.752562     -0.365929
0.763774     0.164979
0.764521     -0.342163
0.775732     -0.320697
0.780217     0.185548
0.787691     -0.299717
0.796661     0.203407
0.803387     -0.271757
0.813104     0.222107
0.816094     -0.251821
0.828800     -0.228530
0.829548     0.236883
0.842254     -0.207747
0.845991     0.253247
0.856455     -0.185954
0.862435     0.266062
0.872899     -0.161181
0.878878     0.277661
0.887847     -0.142918
0.895322     0.287018
0.902796     -0.120420
0.911765     0.295908
0.916997     -0.099515
0.928209     0.299847
0.930451     -0.078243
0.944652     0.301075
0.942410     -0.053802
0.955350     -0.026472
0.961096     0.295017
0.968784     0.005535
0.976792     0.278285
0.979414     0.025130
0.993342     0.048085
0.988004     0.256208
0.992156     0.231811
0.999215     0.130552
0.998468     0.181424
0.996973     0.204889
0.998468     0.156587
0.685606     0.057938
0.998737     0.089460
