    0.9992293         0.3781745                                                                                                     
    0.9961514         0.3311668                                                                                                     
    0.9900146         0.2602959                                                                                                     
    0.9808566          0.206852                                                                                                     
     0.968734         0.1632009                                                                                                     
    0.9537215         0.1258021                                                                                                     
    0.9359117        0.09278442                                                                                                     
    0.9154143        0.06305833                                                                                                     
    0.8923557        0.03569111                                                                                                     
    0.8668782        0.01032996                                                                                                     
    0.8391387       -0.01360854                                                                                                     
    0.8093083       -0.03638646                                                                                                     
     0.777571       -0.05841873                                                                                                     
    0.7441223       -0.07976821                                                                                                     
    0.7091685        -0.1009055                                                                                                     
    0.6729251        -0.1219198                                                                                                     
    0.6356156        -0.1430312                                                                                                     
      0.59747        -0.1643158                                                                                                     
    0.5587234        -0.1859555                                                                                                     
    0.5196148        -0.2079087                                                                                                     
    0.4803852        -0.2301357                                                                                                     
    0.4412766        -0.2524903                                                                                                     
      0.40253        -0.2749181                                                                                                     
    0.3643844        -0.2971929                                                                                                     
    0.3270749        -0.3186908                                                                                                     
    0.2908315         -0.339349                                                                                                     
    0.2558777        -0.3583045                                                                                                     
     0.222429         -0.375597                                                                                                     
    0.1906917        -0.3897147                                                                                                     
    0.1608613         -0.401202                                                                                                     
    0.1331218        -0.4071686                                                                                                     
    0.1076443        -0.4088403                                                                                                     
   0.08458571        -0.4005463                                                                                                     
   0.06408833        -0.3838056                                                                                                     
   0.04627849         -0.343958                                                                                                     
   0.03126599        -0.2797396                                                                                                     
   0.01914339        -0.1449607                                                                                                     
  0.009985435        0.07959951                                                                                                     
  0.003848581         0.5035763                                                                                                     
 0.0007706666         0.9244832                                                                                                     
 0.0007706666         0.9244832                                                                                                     
  0.003848581         0.5035763                                                                                                     
  0.009985435        0.07959951                                                                                                     
   0.01914339        -0.1449607                                                                                                     
   0.03126599        -0.2797396                                                                                                     
   0.04627849         -0.343958                                                                                                     
   0.06408833        -0.3838056                                                                                                     
   0.08458571        -0.4005463                                                                                                     
    0.1076443        -0.4088403                                                                                                     
    0.1331218        -0.4071686                                                                                                     
    0.1608613         -0.401202                                                                                                     
    0.1906917        -0.3897147                                                                                                     
     0.222429         -0.375597                                                                                                     
    0.2558777        -0.3583045                                                                                                     
    0.2908315         -0.339349                                                                                                     
    0.3270749        -0.3186908                                                                                                     
    0.3643844        -0.2971929                                                                                                     
      0.40253        -0.2749181                                                                                                     
    0.4412766        -0.2524903                                                                                                     
    0.4803852        -0.2301357                                                                                                     
    0.5196148        -0.2079087                                                                                                     
    0.5587234        -0.1859555                                                                                                     
      0.59747        -0.1643158                                                                                                     
    0.6356156        -0.1430312                                                                                                     
    0.6729251        -0.1219198                                                                                                     
    0.7091685        -0.1009055                                                                                                     
    0.7441223       -0.07976821                                                                                                     
     0.777571       -0.05841873                                                                                                     
    0.8093083       -0.03638646                                                                                                     
    0.8391387       -0.01360854                                                                                                     
    0.8668782        0.01032996                                                                                                     
    0.8923557        0.03569111                                                                                                     
    0.9154143        0.06305833                                                                                                     
    0.9359117        0.09278442                                                                                                     
    0.9537215         0.1258021                                                                                                     
     0.968734         0.1632009                                                                                                     
    0.9808566          0.206852                                                                                                     
    0.9900146         0.2602959                                                                                                     
    0.9961514         0.3311668                                                                                                     
    0.9992293         0.3781745                                                                                                     

