VARIABLES="X","Y","Z","CP","CFX","CFY","CFZ", "X/C"
ZONE, t="FUN3D, SA-neg, L1, PrismHex, OM6,  eta=0.20"
1.704351157E-01  2.952035964E-01  1.424705988E-04  7.936799526E-01  9.862389416E-04  1.596937072E-03  1.398559194E-03  6.691529052E-06
1.704534590E-01  2.952035964E-01  5.612944951E-04  7.833134532E-01  1.030226704E-03  1.597315422E-03  1.568285516E-03  2.680388388E-05
1.704840958E-01  2.952035964E-01  1.175949234E-03  7.622617483E-01  1.083031413E-03  1.605046447E-03  1.815679367E-03  6.037913408E-05
1.705271453E-01  2.952035964E-01  1.717042178E-03  7.338179946E-01  1.133850194E-03  1.586474013E-03  2.030125586E-03  1.075479668E-04
1.705827266E-01  2.952035964E-01  2.055685502E-03  7.148137093E-01  1.174556208E-03  1.536217635E-03  2.127155894E-03  1.684678573E-04
1.706510335E-01  2.952035964E-01  2.440190176E-03  7.049368024E-01  1.238879748E-03  1.500322949E-03  2.232593950E-03  2.433186019E-04
1.707322747E-01  2.952035964E-01  2.900605556E-03  6.788611412E-01  1.342793810E-03  1.470599091E-03  2.449638676E-03  3.323505225E-04
1.708267480E-01  2.952035964E-01  3.333935747E-03  6.493484378E-01  1.441399334E-03  1.423417823E-03  2.608582843E-03  4.358790175E-04
1.709347367E-01  2.952035964E-01  3.737927880E-03  6.276976466E-01  1.527488232E-03  1.367270947E-03  2.679320052E-03  5.542302970E-04
1.710566133E-01  2.952035964E-01  4.157307092E-03  6.063519120E-01  1.624962082E-03  1.319432864E-03  2.803178970E-03  6.877919659E-04
1.711927950E-01  2.952035964E-01  4.593132529E-03  5.784867406E-01  1.722985180E-03  1.273262547E-03  2.955408767E-03  8.370258147E-04
1.713437289E-01  2.952035964E-01  5.031028297E-03  5.482204556E-01  1.823244267E-03  1.220194739E-03  3.078121459E-03  1.002431614E-03
1.715099216E-01  2.952035964E-01  5.467042327E-03  5.192034841E-01  1.929411083E-03  1.161864959E-03  3.170304233E-03  1.184554654E-03
1.716919392E-01  2.952035964E-01  5.906963255E-03  4.904465079E-01  2.043410670E-03  1.102475217E-03  3.268519184E-03  1.384031842E-03
1.718904078E-01  2.952035964E-01  6.354618818E-03  4.592610300E-01  2.163193887E-03  1.040906180E-03  3.379347501E-03  1.601526514E-03
1.721059978E-01  2.952035964E-01  6.807975471E-03  4.257758260E-01  2.286014613E-03  9.755955543E-04  3.482787171E-03  1.837794087E-03
1.723394692E-01  2.952035964E-01  7.265756838E-03  3.914515674E-01  2.409905894E-03  9.073358378E-04  3.565754974E-03  2.093652729E-03
1.725916266E-01  2.952035964E-01  7.727561984E-03  3.567791581E-01  2.536198357E-03  8.373586461E-04  3.635540139E-03  2.369993366E-03
1.728633791E-01  2.952035964E-01  8.194674738E-03  3.215847611E-01  2.666967222E-03  7.652391796E-04  3.703079186E-03  2.667791210E-03
1.731556356E-01  2.952035964E-01  8.668156341E-03  2.848831415E-01  2.801223658E-03  6.905997288E-04  3.769119969E-03  2.988079563E-03
1.734694988E-01  2.952035964E-01  9.147697128E-03  2.468797415E-01  2.939265687E-03  6.128931418E-04  3.830974689E-03  3.332027933E-03
1.738060415E-01  2.952035964E-01  9.633804671E-03  2.076602578E-01  3.080301918E-03  5.321241333E-04  3.885624930E-03  3.700850531E-03
1.741665155E-01  2.952035964E-01  1.012636721E-02  1.669665128E-01  3.222927684E-03  4.488909326E-04  3.931106068E-03  4.095881246E-03
1.745522022E-01  2.952035964E-01  1.062513981E-02  1.253067702E-01  3.367658937E-03  3.630801511E-04  3.967388067E-03  4.518561065E-03
1.749645770E-01  2.952035964E-01  1.113047916E-02  8.244584501E-02  3.513280768E-03  2.750615822E-04  3.993805964E-03  4.970467184E-03
1.754051000E-01  2.952035964E-01  1.164209843E-02  3.837933764E-02  3.659003181E-03  1.852326968E-04  4.009830765E-03  5.453233607E-03
1.758754700E-01  2.952035964E-01  1.215992402E-02  -6.501553580E-03  3.806204302E-03  9.300859529E-05  4.017090891E-03  5.968700163E-03
1.763774306E-01  2.952035964E-01  1.268428937E-02  -5.277667195E-02  3.954129294E-03  -1.584777124E-06  4.016086459E-03  6.518802140E-03
1.769129038E-01  2.952035964E-01  1.321478095E-02  -1.004598141E-01  4.102449398E-03  -9.855872486E-05  4.006040748E-03  7.105620112E-03
1.774839461E-01  2.952035964E-01  1.375121437E-02  -1.493214965E-01  4.253010731E-03  -1.989470475E-04  3.988162149E-03  7.731406949E-03
1.780927330E-01  2.952035964E-01  1.429360081E-02  -2.002326548E-01  4.403906874E-03  -3.022807941E-04  3.961068578E-03  8.398576640E-03
1.787416637E-01  2.952035964E-01  1.484096982E-02  -2.529805303E-01  4.550170619E-03  -4.062299558E-04  3.918310162E-03  9.109737352E-03
1.794332713E-01  2.952035964E-01  1.539237145E-02  -3.065532446E-01  4.688348155E-03  -5.086674937E-04  3.855597461E-03  9.867657907E-03
1.801702827E-01  2.952035964E-01  1.594705321E-02  -3.607249856E-01  4.816149361E-03  -6.079475279E-04  3.773174947E-03  1.067533903E-02
1.809556484E-01  2.952035964E-01  1.650402136E-02  -4.149082005E-01  4.934350960E-03  -7.041387144E-04  3.674003296E-03  1.153601054E-02
1.817924976E-01  2.952035964E-01  1.706261933E-02  -4.690046012E-01  5.047728773E-03  -7.997997454E-04  3.564156359E-03  1.245309599E-02
1.826842129E-01  2.952035964E-01  1.762233675E-02  -5.244286060E-01  5.156039260E-03  -8.953505312E-04  3.446005052E-03  1.343031880E-02
