VARIABLES="X","Y","Z","CP","X/C"
ZONE, t="USM3D SA-neg, FO turb, L1 Prism-Hex, eta=0.20"
1.704351157E-01  2.952035964E-01  1.424705988E-04  7.921043634E-01  6.695293450E-06
1.704351157E-01  2.952035964E-01  1.424705988E-04  7.921043634E-01  6.695293450E-06
1.704534590E-01  2.952035964E-01  5.612944951E-04  7.827131152E-01  2.679750287E-05
1.704534590E-01  2.952035964E-01  5.612944951E-04  7.827131152E-01  2.679750287E-05
1.704840958E-01  2.952035964E-01  1.175949234E-03  7.620962858E-01  6.037194908E-05
1.704840958E-01  2.952035964E-01  1.175949234E-03  7.620962858E-01  6.037194908E-05
1.705271453E-01  2.952035964E-01  1.717042178E-03  7.296761274E-01  1.075492764E-04
1.705271453E-01  2.952035964E-01  1.717042178E-03  7.296761274E-01  1.075492764E-04
1.705827266E-01  2.952035964E-01  2.055685502E-03  7.143874168E-01  1.684601157E-04
1.705827266E-01  2.952035964E-01  2.055685502E-03  7.143874168E-01  1.684601157E-04
1.706510335E-01  2.952035964E-01  2.440190176E-03  7.037246227E-01  2.433167683E-04
1.706510335E-01  2.952035964E-01  2.440190176E-03  7.037246227E-01  2.433167683E-04
1.707322747E-01  2.952035964E-01  2.900605556E-03  6.777237654E-01  3.323478450E-04
1.707322747E-01  2.952035964E-01  2.900605556E-03  6.777237654E-01  3.323478450E-04
1.708267480E-01  2.952035964E-01  3.333935747E-03  6.496246457E-01  4.358799197E-04
1.708267480E-01  2.952035964E-01  3.333935747E-03  6.496246457E-01  4.358799197E-04
1.709347367E-01  2.952035964E-01  3.737927880E-03  6.280981898E-01  5.542233121E-04
1.709347367E-01  2.952035964E-01  3.737927880E-03  6.280981898E-01  5.542233121E-04
1.710566133E-01  2.952035964E-01  4.157307092E-03  6.067081094E-01  6.877862616E-04
1.710566133E-01  2.952035964E-01  4.157307092E-03  6.067081094E-01  6.877862616E-04
1.711927950E-01  2.952035964E-01  4.593132529E-03  5.786540508E-01  8.370259893E-04
1.711927950E-01  2.952035964E-01  4.593132529E-03  5.786540508E-01  8.370259893E-04
1.713437289E-01  2.952035964E-01  5.031028297E-03  5.484930277E-01  1.002432429E-03
1.713437289E-01  2.952035964E-01  5.031028297E-03  5.484930277E-01  1.002432429E-03
1.715099216E-01  2.952035964E-01  5.467042327E-03  5.196042061E-01  1.184560708E-03
1.715099216E-01  2.952035964E-01  5.467042327E-03  5.196042061E-01  1.184560708E-03
1.716919392E-01  2.952035964E-01  5.906963255E-03  4.909115434E-01  1.384031493E-03
1.716919392E-01  2.952035964E-01  5.906963255E-03  4.909115434E-01  1.384031493E-03
1.718904078E-01  2.952035964E-01  6.354618818E-03  4.597253799E-01  1.601530472E-03
1.718904078E-01  2.952035964E-01  6.354618818E-03  4.597253799E-01  1.601530472E-03
1.721059978E-01  2.952035964E-01  6.807975471E-03  4.262935519E-01  1.837792690E-03
1.721059978E-01  2.952035964E-01  6.807975471E-03  4.262935519E-01  1.837792690E-03
1.723394692E-01  2.952035964E-01  7.265756838E-03  3.919989169E-01  2.093650866E-03
1.723394692E-01  2.952035964E-01  7.265756838E-03  3.919989169E-01  2.093650866E-03
1.725916266E-01  2.952035964E-01  7.727561984E-03  3.574165702E-01  2.369986847E-03
1.725916266E-01  2.952035964E-01  7.727561984E-03  3.574165702E-01  2.369986847E-03
