-0.00047     1.14260
0.00242     1.00818
0.00255     1.09283
0.00545     0.88603
0.00859     0.76297
0.01124     0.65419
0.01431     0.54422
0.01985     0.44977
0.02231     0.36407
0.02803     0.28974
0.03425     0.21540
0.04001     0.15593
0.04571     0.09486
0.05132     0.04514
0.05966     0.01121
0.06776     -0.03819
0.07420     -0.07480
0.08258     -0.11232
0.09361     -0.13875
0.10301     -0.16106
0.11077     -0.18619
0.12231     -0.20995
0.13055     -0.23520
0.14252     -0.24607
0.15356     -0.25732
0.16510     -0.27010
0.17665     -0.28321
0.19023     -0.29424
0.20229     -0.29653
0.21638     -0.30669
0.22793     -0.30734
0.24202     -0.30756
0.25663     -0.30734
0.27072     -0.30734
0.28482     -0.30582
0.29891     -0.29675
0.31301     -0.29533
0.32761     -0.28638
0.34152     -0.28407
0.36020     -0.27087
0.37328     -0.27043
0.38992     -0.25940
0.40453     -0.24652
0.42150     -0.24815
0.43610     -0.23526
0.45275     -0.22086
0.46990     -0.21136
0.48432     -0.19791
0.50199     -0.18536
0.51863     -0.18580
0.53273     -0.17412
0.54970     -0.16111
0.56685     -0.14976
0.58127     -0.13715
0.59841     -0.12577
0.61558     -0.11285
0.62967     -0.11361
0.64683     -0.10116
0.66092     -0.08795
0.67808     -0.07693
0.69217     -0.06350
0.70678     -0.05202
0.72361     -0.04112
0.73834     -0.03863
0.75268     -0.02586
0.76685     -0.00998
0.78095     -0.00299
0.79504     0.00815
0.80659     0.01361
0.82068     0.02769
0.83223     0.03840
0.84683     0.05259
0.85838     0.06276
0.86992     0.07575
0.88096     0.08995
0.89240     0.10062
0.90066     0.11298
0.91170     0.12489
0.92045     0.13769
0.92936     0.16037
0.93784     0.17632
0.94633     0.19348
0.95461     0.20966
0.96073     0.22710
0.96654     0.24850
0.97297     0.27072
0.97714     0.28979
0.98317     0.31433
0.98827     0.34486
0.99180     0.37316
0.99490     0.41246
0.99730     0.50702
0.99736     0.44702
1.00035     0.61941
1.00051     0.59346
1.00051     0.59346
1.00035     0.61941
0.99736     0.44702
0.99730     0.50702
0.99490     0.41246
0.99180     0.37316
0.98827     0.34486
0.98317     0.31433
0.97714     0.28979
0.97297     0.27072
0.96654     0.24850
0.96073     0.22710
0.95461     0.20966
0.94633     0.19348
0.93784     0.17632
0.92936     0.16037
0.92045     0.13769
0.91170     0.12489
0.90066     0.11298
0.89240     0.10062
0.88096     0.08995
0.86992     0.07575
0.85838     0.06276
0.84683     0.05259
0.83223     0.03840
0.82068     0.02769
0.80659     0.01361
0.79504     0.00815
0.78095     -0.00299
0.76685     -0.00998
0.75225     -0.01752
0.73811     -0.01631
0.72369     -0.01716
0.70712     -0.01658
0.69309     -0.01627
0.67788     -0.01719
0.66124     -0.00409
0.64733     0.00739
0.62966     0.02202
0.61557     0.04604
0.59841     0.06844
0.58125     -0.34399
0.56732     -1.03972
0.54967     -1.30647
0.53252     -1.34127
0.51842     -1.34345
0.50127     -1.34422
0.48462     -1.35557
0.47002     -1.35558
0.45305     -1.34345
0.43589     -1.34345
0.42129     -1.34313
0.40465     -1.34313
0.39004     -1.34345
0.37358     -1.33122
0.35898     -1.33111
0.34182     -1.33100
0.32773     -1.31954
0.31331     -1.31778
0.29921     -1.30643
0.28512     -1.30523
0.27051     -1.29453
0.25642     -1.29355
0.24181     -1.28197
0.22772     -1.27039
0.21617     -1.25784
0.20208     -1.25991
0.19104     -1.24495
0.17644     -1.23479
0.16541     -1.22081
0.15400     -1.20997
0.14213     -1.18556
0.13110     -1.17441
0.12261     -1.16032
0.11107     -1.13596
0.10199     -1.12492
0.09442     -1.10027
0.08237     -1.08813
0.07445     -1.06386
0.06827     -1.03792
0.05979     -1.00534
0.05099     -0.97664
0.04544     -0.94258
0.03978     -0.89377
0.03413     -0.85830
0.02836     -0.79667
0.02256     -0.73708
0.02000     -0.64711
0.01446     -0.52762
0.01087     -0.40432
0.00841     -0.25785
0.00521     -0.08903
0.00306     0.12025
0.00269     0.35058
0.00000     1.01869
-0.00040     0.60731
-0.00047     1.14260
-0.00051     1.11682
-0.00059     0.83810
